fairfield,52.71,0.42,16.29,0.34,16.88,0.68,580,88,50,210,25,50
mississippi-valley-state,69.25,0.36,27.62,0.27,13.19,0.62,578,99,41,207,33.3,42.9
sacramento-state,53.5,0.41,14.06,0.32,17.5,0.71,591,97,70,214,80,62.5
navy,52.76,0.41,21.76,0.33,19.12,0.7,628,89,24,204,22.2,57.1
manhattan,56.27,0.4,23.4,0.33,17.67,0.63,515,108,44,233,20,77.8
central-connecticut-state,55.74,0.39,17.53,0.34,17.16,0.65,584,127,57,261,16.7,50
fordham,55.06,0.39,22.18,0.32,16.12,0.62,571,131,51,264,20,36.4
florida-gulf-coast,56.29,0.4,23.48,0.3,14.43,0.69,739,136,89,305,44.4,30
wyoming,51,0.41,23.45,0.32,16.2,0.7,596,96,42,245,20,50
florida-am,58.06,0.4,12.81,0.29,19.12,0.64,537,120,30,239,100,58.3
maine,54.32,0.42,23.32,0.29,14.63,0.68,634,121,61,225,20,42.9
alabama-state,54.94,0.38,20.5,0.3,17.78,0.65,543,110,32,249,0,45.5
texas-am,51.94,0.4,20.62,0.26,20.88,0.68,554,103,57,231,30,100
marist,55.69,0.38,21.38,0.32,15.69,0.59,550,112,48,217,20,41.7
kennesaw-state,55.39,0.35,17.11,0.26,18.39,0.7,626,91,37,227,60,27.3
virginia,51.41,0.41,19.35,0.27,12.65,0.7,592,102,72,229,16.7,36.4
maryland-eastern-shore,56.79,0.35,22.95,0.24,14.11,0.62,622,148,67,277,50,46.7
arkansas-pine-bluff,48.69,0.4,13,0.27,16.69,0.61,502,124,48,220,0,46.2
