,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
192,Gonzaga,84,arizona,80,61,.475,23,.391,30,.567,40,3,5,10,0,78,.385,30,.267,13,.923,40,4,2,6,80.00
193,arizona,67,St-John's-(NY),70,48,.396,16,.188,32,.813,31,4,8,13,38.50,60,.350,13,.154,33,.788,35,9,1,8,1
194,arizona,75,Arizona-State,47,63,.476,15,.267,22,.500,47,6,6,12,80.00,59,.305,21,.143,19,.421,30,4,5,14,0
195,Oregon,74,arizona,73,65,.400,23,.304,17,.882,37,8,6,10,1,62,.452,20,.400,14,.643,34,4,2,11,38.50
196,arizona,65,Oregon-State,82,53,.396,17,.294,23,.783,21,3,2,9,38.50,50,.540,18,.444,22,.909,28,7,5,10,1
197,arizona,93,Utah,77,69,.478,29,.517,14,.857,36,8,5,10,80.00,57,.439,28,.357,22,.773,29,2,2,12,0
198,arizona,75,Colorado,54,59,.475,22,.409,13,.769,35,3,2,11,80.00,49,.367,23,.304,17,.647,18,5,1,9,0
199,arizona,65,Arizona-State,66,57,.404,20,.300,18,.722,37,7,5,18,38.50,72,.389,29,.207,9,.444,33,8,5,12,1
200,Washington,72,arizona,75,59,.424,28,.500,11,.727,33,4,4,16,1,62,.387,26,.385,23,.739,33,8,1,10,38.50
201,Purdue,79,green-bay,57,61,.508,19,.316,17,.647,35,8,9,10,1,63,.365,20,.350,9,.444,26,4,1,16,44.40
202,Wisconsin-Stout,64,green-bay,115,64,.391,26,.269,13,.538,31,6,1,30,0,80,.538,25,.360,29,.690,49,15,5,21,80.00
203,green-bay,78,New-Mexico,93,75,.400,33,.303,11,.727,32,6,2,16,44.40,65,.477,22,.409,28,.786,42,10,2,18,1
204,Wisconsin,88,green-bay,70,62,.516,31,.484,10,.900,38,3,1,13,1,61,.475,20,.200,11,.727,23,8,3,9,44.40
205,Cal-State-Northridge,84,green-bay,85,59,.542,22,.500,10,.900,29,8,4,18,0,58,.517,21,.619,16,.750,24,8,2,16,80.00
206,green-bay,81,Colgate,99,64,.438,19,.421,22,.773,22,9,2,5,80.00,63,.587,35,.543,6,1.000,35,1,3,11,0
207,green-bay,98,Montana-State,72,65,.615,22,.455,13,.615,30,8,0,6,44.40,55,.436,24,.250,21,.857,27,3,0,14,1
208,green-bay,71,Xavier,84,67,.388,25,.280,20,.600,38,6,1,11,44.40,69,.420,33,.242,27,.667,44,4,2,10,1
209,Eastern-Illinois,93,green-bay,80,56,.607,16,.500,23,.739,37,5,4,21,1,59,.424,25,.360,23,.913,19,11,2,15,44.40
210,UCF,79,green-bay,66,67,.448,24,.417,12,.750,30,6,1,13,1,54,.481,13,.308,14,.714,30,7,5,17,44.40
211,green-bay,62,Evansville,72,60,.333,19,.211,24,.750,38,5,3,15,80.00,63,.381,31,.323,19,.737,41,8,3,12,0
212,green-bay,126,Concordia-(IL),64,78,.654,19,.474,23,.652,47,19,4,11,80.00,68,.338,39,.308,9,.667,25,6,2,23,0
213,green-bay,85,Northern-Illinois,84,63,.476,22,.591,17,.706,38,4,2,7,44.40,67,.478,25,.480,19,.421,35,6,2,7,1
214,Wright-State,90,green-bay,84,64,.453,25,.440,35,.600,42,2,4,15,1,64,.453,26,.385,21,.762,29,7,2,8,44.40
215,Northern-Kentucky,59,green-bay,73,61,.377,26,.192,13,.615,31,6,2,11,1,57,.474,17,.412,16,.750,36,6,2,8,44.40
216,green-bay,85,UIC,71,64,.422,25,.320,26,.885,38,3,1,9,80.00,60,.467,21,.286,18,.500,36,5,2,13,0
217,IUPUI,93,green-bay,78,64,.484,28,.500,20,.850,42,6,1,12,0,69,.391,27,.370,19,.737,31,2,2,11,80.00
218,Milwaukee,87,green-bay,80,60,.500,21,.524,23,.696,30,6,4,16,0,62,.435,12,.333,26,.846,32,7,1,12,80.00
219,green-bay,73,Oakland,69,63,.429,25,.320,15,.733,31,10,9,13,80.00,62,.387,29,.241,17,.824,37,8,4,16,0
220,Detroit,80,green-bay,83,64,.406,24,.292,26,.808,37,7,1,15,0,67,.433,27,.444,16,.813,35,8,5,15,80.00
221,Mississippi-State,77,florida-international,69,57,.544,14,.357,17,.588,33,10,5,18,1,60,.467,26,.269,10,.600,25,8,5,16,58.30
222,florida-international,101,Ave-Maria,59,65,.615,23,.522,15,.600,35,18,12,16,80.00,55,.364,26,.269,15,.800,27,3,1,29,0
223,NC-State,86,florida-international,77,69,.449,23,.261,28,.643,31,8,4,12,1,51,.510,23,.435,20,.750,28,8,7,21,58.30
224,florida-international,107,Cleveland-State,61,73,.534,36,.528,16,.625,47,8,8,14,58.30,64,.266,22,.273,26,.808,31,10,2,13,1
225,florida-international,89,Eastern-Kentucky,70,60,.567,21,.286,20,.750,36,15,8,21,58.30,64,.328,24,.292,28,.750,36,11,1,24,1
226,UNC-Wilmington,66,florida-international,63,66,.379,15,.067,20,.750,42,5,4,15,1,62,.355,24,.333,18,.611,33,8,8,14,58.30
227,florida-international,96,Keiser,82,63,.540,31,.419,19,.789,39,8,9,18,80.00,70,.386,19,.421,27,.741,33,8,4,13,0
228,florida-international,70,New-Hampshire,69,61,.426,27,.259,16,.688,31,12,3,15,80.00,58,.466,28,.357,12,.417,39,4,3,19,0
229,florida-international,71,Florida-Gulf-Coast,53,66,.364,39,.308,19,.579,40,11,8,14,80.00,68,.279,33,.152,14,.714,48,7,5,23,0
230,florida-international,84,Kennesaw-State,81,69,.464,21,.286,23,.609,31,7,5,16,58.30,64,.438,13,.308,33,.636,41,7,5,15,1
231,Florida-Memorial,74,florida-international,99,74,.378,28,.250,14,.786,46,12,1,26,0,75,.480,35,.343,23,.652,40,20,8,16,80.00
232,Stetson,67,florida-international,83,69,.333,17,.000,31,.677,38,10,0,8,1,59,.441,30,.367,25,.800,36,6,10,12,58.30
233,florida-international,62,Minnesota,89,66,.364,19,.211,15,.667,30,7,8,17,58.30,67,.388,24,.333,30,.967,49,10,5,14,1
234,florida-international,69,UTEP,67,57,.421,21,.429,23,.522,35,8,5,14,80.00,62,.435,21,.286,11,.636,41,6,5,17,0
235,florida-international,90,UTSA,83,65,.446,34,.382,31,.613,36,11,3,14,80.00,70,.429,37,.270,17,.765,44,7,2,21,0
236,florida-international,56,North-Texas,74,51,.392,21,.333,17,.529,26,12,3,19,58.30,58,.466,26,.385,12,.833,35,8,5,17,1
237,Rice,92,florida-international,78,68,.529,35,.400,8,.750,33,5,0,6,1,62,.468,25,.240,22,.636,34,5,6,12,58.30
238,Alabama-Birmingham,68,florida-international,93,69,.420,16,.375,6,.667,34,4,2,15,0,54,.630,23,.696,11,.818,23,5,9,12,80.00
239,Middle-Tennessee,69,florida-international,83,58,.379,25,.280,27,.667,35,8,6,15,0,65,.415,28,.393,23,.783,36,9,7,13,80.00
240,Old-Dominion,80,florida-international,83,67,.448,20,.350,16,.813,36,5,1,6,1,60,.450,34,.441,20,.700,34,4,6,9,58.30
241,Georgia-Southern,74,auburn,83,57,.474,18,.278,21,.714,25,10,2,18,0,58,.500,22,.318,25,.720,39,6,2,21,80.00
242,auburn,76,Davidson,66,50,.480,24,.250,35,.629,34,3,5,14,50.00,55,.327,28,.357,23,.870,28,8,0,15,1
243,auburn,70,South-Alabama,69,54,.444,24,.417,22,.545,33,3,5,11,50.00,59,.441,15,.400,17,.647,38,8,3,9,1
244,Cal-State-Northridge,70,auburn,116,76,.342,29,.379,10,.700,28,7,3,14,0,74,.568,35,.486,16,.938,51,8,11,11,80.00
245,Colgate,62,auburn,91,65,.400,24,.208,7,.714,29,7,0,11,0,66,.530,28,.357,15,.733,35,7,9,10,80.00
246,auburn,84,New-Mexico,59,76,.421,38,.316,20,.400,44,14,6,10,50.00,62,.403,19,.211,9,.556,41,6,1,24,1
247,auburn,79,Richmond,65,60,.433,19,.263,31,.710,41,7,4,13,50.00,65,.431,18,.111,9,.778,30,5,2,12,1
248,Furman,78,auburn,81,61,.459,31,.419,13,.692,24,11,1,14,0,62,.468,25,.160,29,.655,39,6,6,19,80.00
249,auburn,67,Saint-Louis,61,62,.355,26,.385,28,.464,39,5,8,7,50.00,66,.379,18,.167,19,.421,44,2,3,11,1
250,auburn,79,NC-State,73,56,.446,19,.316,36,.639,34,11,5,17,80.00,63,.429,20,.350,20,.600,39,10,3,18,0
251,Lehigh,51,auburn,74,53,.358,11,.182,15,.733,27,5,3,18,0,55,.418,28,.214,28,.786,35,8,7,13,80.00
252,auburn,86,Lipscomb,59,60,.517,32,.375,17,.706,39,6,9,13,80.00,57,.386,21,.238,15,.667,24,6,0,13,0
253,Mississippi-State,68,auburn,80,68,.338,13,.231,23,.826,44,6,12,14,1,65,.415,22,.227,30,.700,37,10,6,11,50.00
254,auburn,83,Vanderbilt,79,57,.439,20,.250,38,.737,34,2,4,8,80.00,52,.500,17,.588,25,.680,27,5,4,9,0
255,auburn,82,Georgia,60,62,.532,24,.375,15,.467,38,3,4,11,80.00,50,.380,19,.263,33,.515,30,7,3,14,0
256,Alabama,83,auburn,64,56,.429,21,.286,37,.784,38,7,3,15,1,63,.317,28,.250,30,.567,42,6,7,21,50.00
257,Florida,69,auburn,47,54,.500,17,.471,9,.778,42,3,4,13,1,55,.255,23,.174,21,.714,25,4,4,8,50.00
258,South-Carolina,67,auburn,80,61,.475,21,.286,9,.333,30,7,3,11,0,57,.456,27,.370,21,.857,36,3,2,11,80.00
259,Iowa-State,76,auburn,80,69,.362,27,.259,23,.826,41,10,3,9,0,60,.450,28,.357,24,.667,36,5,4,14,80.00
260,Ole-Miss,82,auburn,83,58,.448,20,.300,32,.750,27,9,3,15,1,63,.381,30,.300,36,.722,42,11,1,18,50.00
261,Georgia,91,western-carolina,72,66,.470,26,.308,32,.656,48,9,7,14,1,73,.356,34,.265,20,.550,38,3,3,12,36.40
262,Gardner-Webb,59,western-carolina,71,57,.421,11,.182,14,.643,34,5,4,22,0,55,.382,30,.300,32,.625,35,7,2,14,77.80
263,western-carolina,90,North-Carolina-AT,64,51,.588,28,.536,22,.682,39,6,1,21,77.80,65,.415,14,.143,15,.533,25,10,1,16,0
264,western-carolina,74,Florida-State,79,60,.450,23,.391,14,.786,26,5,1,13,36.40,55,.455,20,.300,28,.821,30,3,6,14,1
265,Jacksonville,94,western-carolina,96,66,.439,30,.400,35,.686,38,4,6,16,1,70,.457,30,.333,34,.647,41,7,4,11,36.40
266,western-carolina,70,Stetson,64,54,.407,28,.393,17,.882,26,4,3,8,36.40,53,.434,16,.250,20,.700,31,3,6,9,1
267,Bryan,54,western-carolina,78,58,.362,20,.250,10,.700,29,6,0,13,0,64,.453,36,.250,14,.786,42,7,0,10,77.80
268,western-carolina,87,Chattanooga,77,55,.527,19,.421,28,.750,37,2,1,13,77.80,63,.460,29,.310,16,.625,24,4,2,8,0
269,western-carolina,78,UNC-Asheville,77,53,.528,20,.300,25,.640,34,5,2,21,77.80,63,.492,24,.292,14,.571,24,11,4,15,0
270,Xavier,74,western-carolina,61,53,.491,17,.471,17,.824,39,9,7,18,1,61,.361,26,.308,10,.900,26,8,3,14,36.40
271,western-carolina,89,Tennessee-Tech,76,53,.604,27,.519,15,.733,33,5,1,20,36.40,63,.429,30,.267,19,.737,23,12,3,11,1
272,western-carolina,108,Piedmont,47,70,.614,30,.533,9,.667,50,12,3,17,77.80,57,.316,23,.304,13,.308,22,7,2,22,0
273,western-carolina,86,Citadel,82,62,.468,34,.441,20,.650,39,5,2,12,36.40,68,.500,28,.286,15,.400,34,3,4,11,1
274,western-carolina,97,VMI,85,64,.500,28,.393,30,.733,43,4,1,14,36.40,76,.395,24,.333,21,.810,34,4,1,7,1
275,Mercer,71,western-carolina,79,63,.381,19,.105,24,.875,35,10,4,12,0,51,.431,18,.500,35,.743,35,5,2,16,77.80
276,Furman,83,western-carolina,79,61,.459,29,.276,25,.760,33,4,3,7,1,63,.476,31,.419,8,.750,31,4,0,10,36.40
277,ETSU,85,western-carolina,66,58,.500,23,.435,22,.773,34,7,1,8,0,50,.380,21,.333,31,.677,32,3,1,11,77.80
278,Mercer,85,western-carolina,79,60,.483,22,.409,20,.900,31,6,4,9,1,58,.500,30,.367,14,.714,27,4,2,11,36.40
279,Wofford,72,western-carolina,81,61,.410,31,.258,16,.875,25,5,3,12,0,53,.528,28,.393,22,.636,33,7,0,16,77.80
280,UNC-Greensboro,72,western-carolina,58,72,.403,39,.231,7,.714,37,11,3,7,0,49,.408,23,.217,21,.619,33,4,1,17,77.80
281,california-baptist,93,Jackson-State,70,62,.484,30,.433,26,.769,45,2,4,17,77.80,70,.371,17,.235,21,.667,33,9,3,12,0
282,Cal-Lutheran,56,california-baptist,112,53,.321,29,.276,23,.609,24,4,0,19,0,60,.600,31,.419,33,.818,42,11,3,11,77.80
283,Texas,67,california-baptist,54,60,.433,22,.273,14,.643,37,11,6,13,1,58,.345,23,.348,16,.375,30,3,1,16,41.70
284,California,82,california-baptist,62,56,.571,11,.545,14,.857,35,4,4,15,1,60,.333,31,.258,14,1.000,24,3,2,13,41.70
285,Central-Arkansas,98,california-baptist,104,63,.524,19,.368,34,.735,37,4,8,18,0,69,.435,37,.405,38,.763,34,6,5,15,77.80
286,Georgia-State,69,california-baptist,60,70,.400,9,.111,19,.632,37,10,3,7,0,55,.364,31,.290,15,.733,44,1,4,19,77.80
287,california-baptist,83,South-Dakota,84,68,.441,27,.407,14,.857,33,1,1,8,77.80,62,.532,17,.353,18,.667,36,6,2,7,0
288,UC-Riverside,67,california-baptist,79,54,.407,24,.333,21,.714,24,7,2,10,0,58,.448,18,.333,25,.840,41,4,4,11,77.80
289,UC-Irvine,60,california-baptist,68,65,.354,22,.136,20,.550,32,6,6,4,1,55,.418,13,.462,21,.762,40,3,3,11,41.70
290,Bethune-Cookman,68,california-baptist,87,67,.343,22,.318,23,.652,33,5,2,8,0,60,.533,30,.433,12,.833,43,1,4,16,77.80
291,california-baptist,78,Southern,61,63,.444,17,.353,22,.727,41,4,4,6,77.80,58,.414,14,.429,15,.467,29,2,1,12,0
292,Mississippi-Valley-State,66,california-baptist,103,78,.321,43,.279,9,.444,33,11,0,11,0,59,.559,35,.486,26,.769,49,5,4,20,77.80
293,Ottawa,75,california-baptist,92,61,.410,22,.409,19,.842,28,6,0,15,0,75,.480,31,.323,13,.769,47,4,5,14,77.80
294,california-baptist,76,Texas-Rio-Grande-Valley,67,46,.478,15,.467,29,.862,40,8,3,23,77.80,69,.362,10,.300,24,.583,33,9,5,14,0
295,New-Mexico-State,86,california-baptist,71,69,.493,31,.323,9,.889,30,7,3,9,0,46,.478,26,.308,24,.792,23,5,2,17,77.80
296,Cal-State-Bakersfield,75,california-baptist,83,67,.433,9,.444,21,.619,26,6,2,7,1,44,.545,15,.467,34,.824,33,1,6,16,41.70
297,Grand-Canyon,57,california-baptist,61,65,.338,13,.154,16,.688,35,6,2,9,1,67,.358,26,.231,9,.778,44,4,1,11,41.70
298,california-baptist,96,Bethesda-University-(CA),62,73,.493,36,.389,15,.667,46,11,2,16,77.80,59,.390,25,.360,11,.636,29,8,3,19,0
299,california-baptist,85,Chicago-State,53,66,.485,26,.308,21,.619,40,4,3,6,77.80,50,.380,16,.250,17,.647,28,3,5,15,0
300,california-baptist,57,UMKC,67,55,.327,24,.250,17,.882,34,4,5,9,77.80,55,.455,19,.421,12,.750,34,5,7,7,0
301,michigan-state,62,Kentucky,69,56,.393,26,.192,18,.722,30,4,2,15,46.20,50,.380,18,.333,32,.781,30,4,3,10,1
302,Binghamton,47,michigan-state,100,60,.300,30,.300,10,.200,25,2,0,19,0,74,.514,25,.280,20,.850,37,7,7,4,77.80
303,michigan-state,76,Seton-Hall,73,65,.415,27,.444,17,.588,37,11,3,14,46.20,60,.433,28,.393,15,.667,33,9,6,16,1
304,michigan-state,94,Charleston-Southern,46,64,.563,17,.235,25,.720,54,6,8,12,77.80,68,.279,24,.083,8,.750,21,8,1,12,0
305,michigan-state,66,Virginia-Tech,71,59,.407,23,.348,14,.714,39,3,2,16,46.20,52,.442,21,.476,22,.682,25,8,6,8,1
306,Georgia,85,michigan-state,93,65,.415,31,.387,22,.864,32,9,5,14,1,63,.508,17,.471,27,.778,34,6,2,12,46.20
307,michigan-state,75,UCLA,62,50,.460,19,.421,25,.840,30,3,9,6,46.20,56,.393,15,.133,21,.762,29,1,2,7,1
308,Duke,87,michigan-state,75,57,.561,15,.467,22,.727,33,10,11,14,0,62,.452,16,.250,23,.652,31,7,6,14,77.80
309,Rutgers,65,michigan-state,77,60,.400,14,.286,19,.684,28,3,2,11,0,55,.436,21,.333,27,.815,33,8,3,11,77.80
310,michigan-state,72,Oakland,49,58,.448,33,.212,18,.722,49,2,5,17,46.20,65,.262,22,.318,12,.667,23,7,0,9,1
311,Northwestern,72,michigan-state,77,61,.426,21,.429,15,.733,22,8,4,8,1,61,.459,21,.429,14,.857,41,3,3,16,46.20
312,michigan-state,101,Eastern-Michigan,48,59,.542,30,.500,31,.710,50,5,9,16,77.80,67,.239,29,.103,30,.433,38,9,2,13,0
313,michigan-state,95,Western-Michigan,62,65,.492,27,.370,26,.808,45,3,3,8,77.80,62,.419,26,.269,6,.500,23,4,0,11,0
314,Illinois,56,michigan-state,76,75,.293,28,.107,15,.600,38,2,3,8,0,60,.433,22,.318,24,.708,46,2,9,10,77.80
315,Michigan,69,michigan-state,87,69,.362,23,.217,22,.636,31,7,5,10,0,53,.528,15,.467,33,.727,41,3,12,13,77.80
316,michigan-state,74,Minnesota,58,65,.431,20,.300,16,.750,45,8,6,12,77.80,59,.390,20,.250,8,.875,28,3,7,11,0
317,michigan-state,42,Purdue,71,51,.353,16,.125,6,.667,30,4,6,18,46.20,57,.456,22,.364,18,.611,32,8,7,6,1
318,michigan-state,67,Wisconsin,55,58,.466,16,.375,10,.700,39,4,2,11,77.80,59,.356,19,.211,11,.818,29,5,3,9,0
319,michigan-state,63,Indiana,67,49,.449,21,.429,14,.714,29,4,6,11,46.20,57,.456,12,.333,20,.550,27,6,2,8,1
320,michigan-state,70,Minnesota,52,55,.473,17,.412,13,.846,36,6,3,9,46.20,57,.281,28,.179,20,.750,31,5,2,11,1
321,mcneese-state,65,Western-Michigan,75,55,.473,19,.263,18,.444,34,3,3,14,55.60,58,.362,32,.344,28,.786,34,9,2,6,1
322,Louisiana,85,mcneese-state,80,70,.429,26,.385,20,.750,34,9,7,10,1,59,.458,16,.375,29,.690,34,3,3,22,55.60
323,Southern-New-Orleans,33,mcneese-state,104,58,.259,14,.214,4,.000,28,6,3,23,0,60,.533,30,.633,28,.750,44,10,4,13,75.00
324,mcneese-state,63,Wisconsin,83,45,.467,21,.381,17,.765,21,4,2,18,55.60,55,.527,28,.357,18,.833,24,10,3,9,1
325,mcneese-state,80,New-Mexico,90,55,.509,29,.448,14,.786,26,7,7,21,55.60,59,.475,20,.400,35,.743,36,17,2,15,1
326,mcneese-state,103,Arlington-Baptist,51,71,.606,22,.500,6,1.000,43,11,3,12,75.00,54,.370,24,.250,9,.556,16,4,3,16,0
327,Richmond,87,mcneese-state,57,55,.564,28,.571,10,.900,34,10,5,17,1,55,.382,20,.200,14,.786,25,12,3,14,55.60
328,mcneese-state,71,Texas,73,50,.520,16,.500,13,.846,23,4,5,17,55.60,65,.462,32,.281,8,.500,33,5,3,14,1
329,Campbellsville,61,mcneese-state,107,65,.400,29,.241,6,.333,26,9,1,24,0,72,.583,27,.407,18,.667,43,15,3,17,75.00
330,UMKC,73,mcneese-state,82,57,.421,21,.381,23,.739,25,10,3,13,0,42,.643,8,.500,38,.632,26,5,12,18,75.00
331,mcneese-state,109,Paul-Quinn,67,68,.603,35,.543,11,.727,40,6,6,10,75.00,70,.357,32,.250,12,.750,27,4,4,14,0
332,Stephen-F-Austin,81,mcneese-state,73,56,.536,14,.429,21,.714,36,4,0,17,0,49,.449,19,.421,36,.583,27,8,5,16,75.00
333,Sam-Houston-State,94,mcneese-state,75,63,.571,28,.536,10,.700,21,12,3,13,0,51,.490,25,.280,23,.783,31,8,3,21,75.00
334,mcneese-state,69,Central-Arkansas,79,60,.417,24,.375,13,.769,31,9,2,21,55.60,54,.481,25,.560,17,.765,27,12,8,19,1
335,Abilene-Christian,84,mcneese-state,88,63,.460,21,.286,23,.870,17,5,2,14,1,46,.630,12,.333,29,.897,29,9,8,21,55.60
336,Northwestern-State,76,mcneese-state,85,57,.439,29,.345,21,.762,33,2,2,14,0,68,.456,22,.409,20,.700,39,7,2,7,75.00
337,Incarnate-Word,56,mcneese-state,72,56,.393,21,.238,8,.875,30,6,1,11,0,56,.482,24,.417,9,.889,33,6,7,11,75.00
338,New-Orleans,52,mcneese-state,65,60,.367,21,.190,5,.800,27,5,1,11,1,55,.491,19,.421,7,.429,30,4,4,12,55.60
339,mcneese-state,77,Southeastern-Louisiana,61,49,.531,17,.412,21,.857,34,4,5,21,55.60,60,.367,21,.333,15,.667,26,10,1,19,1
340,mcneese-state,102,Houston-Baptist,89,60,.583,20,.450,33,.697,35,8,3,11,75.00,82,.390,25,.320,25,.680,45,5,2,10,0
341,SIU-Edwardsville,60,iowa,87,62,.419,18,.222,4,1.000,28,6,3,16,0,56,.464,25,.320,32,.844,31,9,4,12,75.00
342,iowa,78,DePaul,93,56,.429,18,.333,32,.750,26,10,2,19,75.00,57,.614,20,.550,20,.600,30,12,8,19,0
343,iowa,87,Oral-Roberts,74,68,.471,24,.333,26,.577,40,5,3,8,75.00,65,.431,23,.348,12,.833,31,3,1,12,0
344,iowa,83,North-Florida,68,72,.444,22,.273,20,.650,44,3,7,6,75.00,61,.393,29,.414,10,.800,32,4,5,10,0
345,Cal-Poly,59,iowa,85,65,.369,22,.136,9,.889,30,7,2,13,0,57,.526,16,.438,29,.621,39,8,6,11,75.00
346,iowa,72,Texas-Tech,61,56,.411,27,.407,19,.789,34,8,3,14,45.50,61,.328,24,.167,22,.773,37,8,2,11,1
347,San-Diego-State,83,iowa,73,52,.519,24,.458,19,.947,26,6,4,14,1,57,.404,23,.391,20,.900,27,8,0,13,45.50
348,iowa,68,Syracuse,54,61,.426,34,.324,8,.625,35,10,1,10,45.50,52,.365,21,.286,15,.667,30,6,2,16,1
349,Michigan,103,iowa,91,58,.552,24,.417,34,.853,36,4,6,9,1,74,.473,15,.200,24,.750,28,1,0,7,45.50
350,iowa,72,Minnesota,52,61,.426,21,.476,14,.714,36,6,3,8,75.00,57,.368,25,.240,8,.500,31,2,9,14,0
351,Iowa-State,68,iowa,84,69,.420,26,.231,7,.571,33,5,5,11,1,65,.431,28,.357,20,.900,40,8,1,11,45.50
352,iowa,77,Cincinnati,70,50,.460,24,.458,30,.667,44,3,7,24,45.50,72,.347,24,.250,18,.778,31,13,3,7,1
353,iowa,93,Kennesaw-State,51,65,.600,16,.375,18,.500,31,14,8,6,75.00,54,.352,18,.278,10,.800,30,2,1,24,0
354,Penn-State,89,iowa,86,72,.458,28,.286,22,.682,34,11,5,7,1,65,.477,26,.423,20,.650,38,4,5,15,45.50
355,iowa,70,Nebraska,76,77,.416,33,.121,5,.400,43,6,3,11,45.50,53,.491,26,.385,26,.538,31,7,1,11,1
356,iowa,67,Maryland,49,61,.377,23,.391,14,.857,41,10,5,17,75.00,52,.327,22,.182,20,.550,31,8,5,17,0
357,Northwestern,62,iowa,75,58,.362,17,.294,21,.714,33,4,2,8,1,55,.473,22,.455,15,.867,30,5,5,7,45.50
358,iowa,90,Michigan,83,53,.509,16,.563,30,.900,34,2,2,14,75.00,68,.500,34,.324,5,.800,24,8,5,8,0
359,iowa,85,Rutgers,80,55,.527,25,.360,25,.720,36,3,5,13,75.00,63,.460,21,.333,21,.714,28,5,0,9,0
360,iowa,68,Wisconsin,62,60,.333,20,.150,32,.781,42,2,7,9,75.00,64,.375,28,.286,11,.545,38,2,4,9,0
361,Maryland-Eastern-Shore,46,penn-state,84,54,.333,19,.211,13,.462,26,7,1,19,0,58,.500,31,.387,24,.583,38,10,11,15,75.00
362,penn-state,91,Wagner,64,65,.462,30,.367,33,.606,38,9,2,12,75.00,59,.407,18,.278,20,.550,32,4,1,18,0
363,penn-state,81,Georgetown,66,63,.444,29,.448,17,.706,39,15,5,20,42.90,61,.377,13,.308,21,.762,38,9,4,21,1
364,Bucknell,70,penn-state,98,70,.429,27,.259,5,.600,28,5,1,14,0,65,.600,16,.313,23,.652,36,8,6,9,75.00
365,Yale,56,penn-state,58,51,.431,23,.391,11,.273,34,2,4,15,0,69,.333,27,.185,9,.778,43,12,4,6,75.00
366,penn-state,72,Ole-Miss,74,58,.448,19,.263,18,.833,31,10,12,16,42.90,62,.419,16,.438,19,.789,33,8,3,15,1
367,Syracuse,64,penn-state,85,54,.333,20,.300,33,.667,23,8,2,12,1,67,.403,30,.333,31,.677,51,6,4,13,42.90
368,penn-state,76,Wake-Forest,54,68,.441,28,.179,17,.647,47,12,6,14,75.00,58,.293,12,.333,22,.727,32,7,2,19,0
369,Ohio-State,106,penn-state,74,54,.574,26,.538,37,.811,31,5,2,8,1,59,.424,29,.345,20,.700,19,5,3,10,42.90
370,penn-state,76,Maryland,69,68,.426,19,.368,14,.786,31,10,10,8,75.00,57,.333,23,.348,28,.821,44,4,3,20,0
371,penn-state,73,Alabama,71,63,.365,27,.296,26,.731,44,6,7,16,75.00,76,.355,33,.273,14,.571,45,5,2,10,0
372,penn-state,87,Central-Connecticut,58,61,.541,30,.333,13,.846,34,9,10,13,75.00,62,.339,19,.368,16,.563,29,8,1,15,0
373,Cornell,59,penn-state,90,54,.407,19,.421,13,.538,25,5,4,16,0,67,.522,26,.308,18,.667,38,8,3,11,75.00
374,penn-state,89,Iowa,86,72,.458,28,.286,22,.682,34,11,5,7,42.90,65,.477,26,.423,20,.650,38,4,5,15,1
375,Rutgers,72,penn-state,61,58,.414,10,.200,29,.759,39,7,9,10,1,61,.361,26,.231,13,.846,31,4,4,14,42.90
376,penn-state,49,Wisconsin,58,52,.327,21,.238,14,.714,32,6,5,10,75.00,55,.400,21,.286,14,.571,35,3,2,9,0
377,Minnesota,75,penn-state,69,60,.383,24,.250,29,.793,45,3,4,9,1,59,.424,20,.300,20,.650,28,5,5,6,42.90
378,penn-state,90,Ohio-State,76,54,.537,19,.474,28,.821,29,9,7,9,75.00,54,.426,20,.450,29,.724,23,6,2,12,0
379,Michigan,63,penn-state,72,68,.353,28,.179,14,.714,36,8,1,13,1,56,.482,19,.421,16,.625,31,4,1,12,42.90
380,penn-state,64,Indiana,49,64,.375,18,.278,23,.478,34,15,3,7,75.00,57,.333,11,.182,10,.900,40,3,3,16,0
381,belmont,72,Illinois-State,79,60,.467,25,.280,13,.692,34,5,3,10,40.00,63,.476,26,.500,13,.462,34,7,5,8,1
382,Samford,63,belmont,95,64,.422,9,.222,11,.636,36,4,1,20,0,68,.500,38,.421,16,.688,32,10,5,10,75.00
383,Boston-College,85,belmont,100,59,.559,18,.444,13,.846,20,7,1,12,1,62,.532,26,.577,22,.864,31,6,2,13,40.00
384,High-Point,51,belmont,90,58,.328,19,.263,12,.667,28,6,4,19,0,71,.493,32,.406,11,.636,43,10,6,11,75.00
385,Lipscomb,67,belmont,73,61,.377,20,.200,28,.607,45,5,1,11,1,69,.391,32,.250,18,.611,42,3,4,10,40.00
386,belmont,55,Saint-Louis,60,62,.306,24,.292,18,.556,35,8,5,10,40.00,66,.364,14,.214,22,.409,56,7,7,14,1
387,belmont,82,Eastern-Washington,87,64,.531,24,.375,8,.625,33,7,4,17,40.00,63,.508,27,.370,17,.765,32,8,2,13,1
388,Middle-Tennessee,59,belmont,71,61,.344,17,.294,17,.706,29,10,4,11,1,56,.500,24,.375,10,.600,40,6,1,14,40.00
389,belmont,80,Lipscomb,75,57,.509,28,.357,16,.750,32,7,4,18,75.00,69,.449,28,.250,7,.857,31,9,2,15,0
