64,95
60,110
97,66
79,49
72,66
77,49
94,69
72,73
64,82
101,62
83,76
84,80
94,81
77,112
93,72
72,85
70,75
50,94
87,62
104,54
62,102
78,134
77,84
115,58
57,82
60,106
88,75
72,88
75,84
55,77
87,76
79,83
97,62
93,82
68,67
79,73
67,74
86,67
66,71
107,25
74,66
82,60
68,72
74,90
87,82
90,80
82,98
146,89
56,97
112,77
79,77
75,69
69,71
63,90
75,78
71,58
81,78
89,84
66,68
55,89
105,54
74,63
87,52
81,73
83,85
70,83
75,87
77,63
86,57
50,75
49,88
95,62
64,73
90,59
72,79
73,79
59,89
79,67
70,89
64,94
89,80
82,67
57,69
85,83
76,57
114,49
68,78
66,59
96,68
73,81
94,62
71,82
68,87
73,72
77,76
56,80
69,62
70,62
81,80
59,78
93,79
73,81
67,76
89,104
68,83
78,68
73,71
105,87
92,72
90,78
104,98
90,69
76,67
64,83
74,88
77,62
74,77
90,76
76,91
95,86
87,73
74,69
57,85
75,79
47,90
96,84
108,40
129,83
102,99
63,83
69,68
82,86
73,71
79,69
88,79
69,92
54,78
56,79
81,86
90,61
93,68
80,61
62,89
90,84
99,68
68,78
47,78
58,71
76,78
53,81
59,77
58,84
80,67
60,88
79,65
78,76
60,86
79,87
77,96
81,88
80,85
71,72
88,51
72,57
70,72
66,71
76,74
77,84
85,62
50,92
72,79
90,84
82,70
96,69
69,70
70,84
72,76
62,75
52,91
90,69
87,39
83,53
71,64
104,67
93,91
82,92
73,66
63,58
49,99
80,84
67,70
75,47
73,74
82,65
77,93
54,75
66,65
72,75
79,57
115,64
78,93
70,88
85,84
81,99
72,98
84,71
80,93
66,79
72,62
64,126
84,85
90,84
73,59
85,71
93,78
80,87
69,73
83,80
69,77
101,59
86,77
107,61
70,89
66,63
82,96
69,70
71,53
84,81
99,74
67,83
62,89
67,69
83,90
74,56
78,92
93,68
83,69
83,80
83,74
76,66
69,70
116,70
91,62
59,84
79,65
78,81
61,67
73,79
74,51
86,59
68,80
79,83
60,82
64,83
69,47
67,80
80,76
83,82
91,72
71,59
64,90
74,79
94,96
70,64
78,54
87,77
77,78
74,61
89,76
108,47
86,82
97,85
71,79
79,83
66,85
85,79
72,81
72,58
70,93
112,56
54,67
62,82
98,104
69,60
84,83
79,67
60,68
68,87
78,61
66,103
75,92
67,76
71,86
75,83
61,57
96,62
53,85
67,57
69,62
47,100
76,73
46,94
71,66
93,85
62,75
75,87
65,77
72,49
77,72
48,101
95,62
76,56
69,87
74,58
71,42
55,67
67,63
70,52
75,65
80,85
104,33
63,83
80,90
103,51
87,57
71,73
107,61
73,82
67,109
73,81
75,94
69,79
88,84
76,85
56,72
65,52
61,77
102,89
87,60
78,93
74,87
68,83
85,59
72,61
73,83
68,54
103,91
72,52
68,84
70,77
93,51
89,86
70,76
67,49
75,62
83,90
80,85
62,68
46,84
64,91
81,66
98,70
56,58
74,72
85,64
54,76
74,106
76,69
73,71
58,87
90,59
89,86
72,61
49,58
75,69
76,90
72,63
64,49
79,72
63,95
100,85
51,90
73,67
60,55
82,87
59,71
80,75
105,56
44,83
72,92
62,79
69,79
87,55
64,89
85,78
87,56
59,77
75,85
95,57
67,58
84,77
88,58
81,90
74,65
51,86
86,90
71,68
58,91
92,79
79,87
61,75
94,75
58,70
67,62
89,82
75,80
75,95
82,76
72,91
86,95
66,100
78,82
80,61
93,85
80,77
59,95
79,59
87,85
73,64
48,78
65,62
78,69
82,60
63,80
59,91
79,89
70,60
72,69
88,79
82,84
75,65
77,50
78,80
96,83
58,73
90,54
59,109
63,74
70,68
74,57
78,64
79,77
60,59
85,89
80,76
84,82
67,69
76,90
71,92
70,97
78,93
90,80
63,66
77,78
84,59
50,59
63,72
80,78
79,65
62,69
71,91
88,107
69,74
85,88
78,64
78,84
72,105
78,99
74,75
102,66
68,69
72,93
79,57
77,65
56,81
92,77
114,79
88,92
71,91
59,77
69,81
70,67
72,74
64,93
78,66
82,77
55,71
75,80
52,97
63,77
62,70
64,82
101,54
65,78
81,64
75,87
70,55
67,98
71,52
60,58
84,89
100,71
57,92
80,63
61,80
66,67
54,104
84,80
68,63
109,72
88,76
68,79
73,76
74,75
77,88
76,90
74,69
89,76
82,73
72,92
79,84
72,73
88,68
78,83
73,76
86,67
90,79
66,70
110,74
80,74
70,52
45,73
83,76
89,104
84,76
79,61
76,66
68,84
59,89
70,68
81,79
53,79
81,68
68,55
52,72
89,82
80,76
53,67
58,97
84,80
72,71
75,68
89,59
52,71
53,77
92,57
59,81
68,74
85,71
103,64
96,68
61,79
77,84
79,73
77,74
63,67
76,69
70,66
80,72
81,95
103,74
68,111
112,73
68,99
90,113
96,84
96,68
107,88
111,107
106,79
92,102
106,98
75,95
91,83
89,102
82,84
50,101
72,82
84,79
76,60
100,70
81,90
89,73
85,75
67,71
76,64
69,91
64,56
93,84
69,71
81,84
69,58
65,76
61,80
75,79
61,53
57,67
74,77
59,61
61,58
59,103
58,61
127,83
70,83
88,92
70,60
80,73
93,73
85,80
91,67
87,72
79,57
99,95
116,95
61,56
79,53
66,68
74,62
112,57
75,63
63,93
71,56
84,90
58,72
68,95
98,57
55,56
56,72
53,60
53,79
67,55
66,52
57,66
60,81
68,74
50,65
81,73
89,34
56,97
81,54
82,50
80,78
59,68
73,81
71,59
77,70
94,49
68,64
74,76
65,62
129,61
70,53
77,68
79,60
70,80
83,88
64,97
92,46
74,82
56,102
68,58
87,86
83,78
71,56
65,57
51,47
49,77
55,97
84,73
65,62
67,76
64,68
49,60
40,80
70,74
59,57
83,65
71,66
93,92
72,90
60,97
70,78
67,58
76,90
61,56
70,78
88,73
76,71
81,92
83,79
69,50
55,75
66,45
62,77
64,90
62,71
76,64
97,75
79,71
109,66
77,75
69,83
69,64
54,71
74,76
79,86
82,86
79,62
84,93
68,61
72,62
69,53
71,69
80,63
60,64
84,91
68,81
89,78
66,81
91,83
66,82
73,81
65,61
81,74
74,91
79,89
55,81
71,99
80,60
76,60
78,62
66,87
66,80
83,80
80,84
66,57
71,79
69,79
70,50
111,68
83,76
64,73
64,82
43,58
103,91
62,71
71,70
44,86
60,86
69,87
78,84
75,67
90,83
72,63
62,64
79,68
104,35
84,80
74,63
83,91
74,83
